flavor,ice_cream,hot_fudge,caramel,marshmallow,whipped_cream,nuts,cherry,banana,calories
mexican vanilla,2,2.46418773055,0.323832973712,2.46418773055,1.14678430609,0.779385842265,1,3,1009.76544526
vanilla,1,1.43123625995,1.24025254426,1.43123625995,1.16187953364,1.04308274614,1,9,795.296120201
vanilla,1,2.1287565635,0.544349099789,2.1287565635,1.26071040917,0.481648592351,1,0,793.009618734
vanilla,1,1.08550543233,0.982316719564,1.08550543233,1.05289849562,0.830119782157,0,10,655.65304309
mexican vanilla,2,2.01811115716,0.613375469984,2.01811115716,1.20873211776,0.331079256572,0,0,896.75792956
sweet cream,0,2.95603342192,0.498535065628,2.95603342192,1.13637172752,0.382656751475,1,8,890.012426718
vanilla,1,2.49394153327,0.0545633836748,2.49394153327,1.11169941963,0.581067190968,1,9,859.616845773
vanilla,1,2.67594498858,0.357629045181,2.67594498858,1.50468241782,0.151683985733,1,19,982.252262553
triplemex,3,2.00349952559,1.68775772079,2.00349952559,0.751882923971,0.229362515151,1,11,1245.52172867
sweet cream,0,2.01182705545,0.410601827324,2.01182705545,0.991063279153,1.10610002011,0,17,712.7805452
sweet cream,0,1.31450657686,0.519743321676,1.31450657686,1.0608657721,1.05400845304,1,1,480.775491296
triplemex,3,2.48163581585,0.302199542229,2.48163581585,0.915769271094,0.455797006595,0,13,1171.8548898
vanilla,1,3.62835131455,0.671359670368,3.62835131455,1.0210061445,0.378338228609,0,6,1201.87673978
sweet cream,0,1.75684253176,1.34688049881,1.75684253176,0.866308825835,0.35266815785,1,1,678.806586259
vanilla,1,1.42722431949,0.648065070753,1.42722431949,1.15066425812,0.0415244702495,0,3,617.297378063
vanilla,1,1.48674274283,0.479375325315,1.48674274283,0.910225665926,1.99275307204,1,15,770.511443433
mexican vanilla,2,1.06043552036,1.33437011439,1.06043552036,0.87226530836,0.717026654582,1,5,815.093852443
sweet cream,0,1.40399403508,1.0545268768,1.40399403508,1.30973985627,0.128233229822,1,1,539.067120631
mexican vanilla,2,4.02016711045,0.0879738621889,4.02016711045,0.89266626879,0.287092671304,1,19,1416.73382066
triplemex,3,3.01546650962,0.375239414543,3.01546650962,1.06861322658,1.08607308106,1,0,1292.00509945
mexican vanilla,2,0.684044821553,1.14947423494,0.684044821553,0.980768754956,1.20789130242,0,19,780.67305579
vanilla,1,1.83979839778,0.235342265494,1.83979839778,1.1332173346,0.774723335891,1,9,733.05284474
triplemex,3,1.22875500219,1.15224932781,1.22875500219,1.30024828041,0.87878041229,1,10,1003.36715658
vanilla,1,3.3309307292,0.819430580937,3.3309307292,1.09762551739,0.0362626187381,1,15,1186.24140452
mexican vanilla,2,1.36011296641,1.02793008897,1.36011296641,1.19063395042,0.957755649768,1,6,863.630609041
mexican vanilla,2,1.39892651821,0.736871885833,1.39892651821,0.473149298544,0.178243528775,0,8,786.959783255
vanilla,1,0.824235590169,0.658968125587,0.824235590169,1.2878994866,0.720336940448,1,17,581.224159295
vanilla,1,1.15194020307,0.534303654776,1.15194020307,1.08176364361,0.747903570389,0,17,636.179886652
triplemex,3,3.6050070005,0.0843829050452,3.6050070005,1.03313825122,0.511488720999,1,6,1396.74872794
vanilla,1,1.80241694544,0.273682876391,1.80241694544,1.02345868386,0.314253058812,0,0,652.556990229
triplemex,3,2.30909139515,0.440336026338,2.30909139515,1.20346038921,0.317125913105,1,5,1112.80723151
triplemex,3,1.14217788704,0.385417841,1.14217788704,0.93984951909,0.947814011722,1,4,837.266644649
sweet cream,0,1.03384604004,0.341719531448,1.03384604004,1.07986870539,0.372214322564,1,17,429.969105499
triplemex,3,1.3169858279,0.0762867028711,1.3169858279,0.828648183066,0.358839874015,1,11,839.260641571
triplemex,3,2.35112892121,0.323337504105,2.35112892121,0.839261978605,0.470166986638,1,1,1090.50530108
triplemex,3,2.08883202778,0.647605910432,2.08883202778,0.980320416565,0.663422726246,1,14,1149.36259315
triplemex,3,1.27691600188,0.373921888186,1.27691600188,0.812659284226,0.752292114406,0,12,890.433163693
mexican vanilla,2,2.08999687882,0.615501649093,2.08999687882,0.85750815311,0.454994585074,1,18,1016.43426155
mexican vanilla,2,0.857930614161,1.47231828311,0.857930614161,1.16646236326,0.986605849508,0,16,847.992387389
vanilla,1,1.6318377839,1.13320108712,1.6318377839,1.09942222028,0.145849381155,0,19,826.027455862
vanilla,1,2.76486185797,0.438809166341,2.76486185797,0.893506413879,0.0186101972671,0,8,942.115400618
sweet cream,0,2.7432212228,0.695579702412,2.7432212228,0.861087503627,0.898847635496,1,7,884.973342865
mexican vanilla,2,1.13796869751,0.973443406694,1.13796869751,0.978182159991,0.165919734768,0,9,765.6301294
vanilla,1,2.83743890692,0.193223081432,2.83743890692,1.02183581947,1.24270692652,0,0,945.653221827
triplemex,3,2.33480348363,1.34251833001,2.33480348363,0.889438088019,0.18774957939,1,4,1240.58160408
sweet cream,0,0.165410193647,6.10626362117,0.165410193647,0.882586374971,0.638589452046,1,12,1064.28225519
sweet cream,0,3.40524386581,0.947793095352,3.40524386581,1.00550131041,0.0299819754355,0,11,1058.02304001
sweet cream,0,2.86653462362,0.422097270882,2.86653462362,1.43926891565,1.36743771908,0,17,944.834283816
vanilla,1,1.99588578538,0.0744421769987,1.99588578538,1.21919346615,0.499980695493,0,11,736.890355399
sweet cream,0,2.36750971959,0.552370272496,2.36750971959,1.1510740852,0.0975197156133,0,9,733.817549235
triplemex,3,2.6083009304,0.199468136057,2.6083009304,0.93741624622,0.121424745358,0,14,1176.56602025
vanilla,1,2.50609673725,0.087986077349,2.50609673725,1.13930994636,1.34644959449,1,14,931.15905521
vanilla,1,0.208094101855,5.53615415943,0.208094101855,0.766707817015,0.3945223057,0,0,1045.3064272
vanilla,1,3.81370892233,0.0979040850826,3.81370892233,0.888190332934,0.858437249499,1,18,1253.14022848
triplemex,3,0.703621891797,0.59577104275,0.703621891797,0.925511967377,0.709522401743,0,5,744.151345188
sweet cream,0,1.51841837186,0.167432513621,1.51841837186,1.04294415554,1.50975530445,0,8,528.550788475
mexican vanilla,2,1.61694133426,0.529919364327,1.61694133426,0.963063280731,0.297125134289,1,1,793.284001175
mexican vanilla,2,1.19287442821,1.11286619111,1.19287442821,0.766469627586,0.323388869874,0,13,826.449736233
vanilla,1,2.38786490679,0.574970214076,2.38786490679,0.919935592416,0.0713369180115,0,8,871.138089448
triplemex,3,2.6407091082,0.514332950915,2.6407091082,1.23382778348,0.167990314661,1,10,1224.59735769
triplemex,3,1.60967801109,0.827663333574,1.60967801109,1.42253761978,0.1534198905,0,4,976.620298292
vanilla,1,3.12555907602,0.39538283229,3.12555907602,1.01415548089,0.379967362824,1,19,1107.80880584
mexican vanilla,2,3.07631116487,0.242399375458,3.07631116487,0.957273610029,0.457085734427,0,11,1164.95017314
vanilla,1,0.254946700495,4.11331145268,0.254946700495,0.909849990502,0.302605628694,0,10,890.142474385
mexican vanilla,2,0.408080936598,1.99909929342,0.408080936598,0.918981153642,0.00131802581128,1,1,696.302878682
mexican vanilla,2,1.37273071439,0.487274570173,1.37273071439,0.418645039116,0.435331048528,1,0,723.389576863
vanilla,1,1.91057417879,0.299904627486,1.91057417879,0.708622364184,0.653882275809,1,9,750.992331524
triplemex,3,2.12053973991,1.19259413643,2.12053973991,0.844067474728,0.101423613903,1,18,1229.84777593
triplemex,3,0.36697937585,1.98242506526,0.36697937585,1.17490988621,0.156324361004,0,8,857.324100892
mexican vanilla,2,0.745607885627,2.06816557942,0.745607885627,1.04259489664,1.51862999052,1,1,867.899067019
vanilla,1,2.58460161771,0.69507709823,2.58460161771,0.93181913033,0.538801622183,1,12,989.806603315
sweet cream,0,3.92950046968,0.285552486562,3.92950046968,1.06061888885,0.307278899677,0,6,1079.0568865
triplemex,3,2.74424411897,0.787657915985,2.74424411897,0.884164965547,0.552576613801,0,0,1249.91186755
triplemex,3,2.36638362612,0.840826890473,2.36638362612,1.64130224807,0.0613528976413,1,16,1232.91800297
sweet cream,0,2.60211400235,0.5788802886,2.60211400235,0.857047794861,0.65648855391,0,16,857.041353931
mexican vanilla,2,1.42201408591,0.526145792253,1.42201408591,1.3058473262,0.231703810556,1,10,788.457359452
triplemex,3,2.10522722714,0.0951000362314,2.10522722714,1.15519947036,0.422542836557,0,19,1076.94054981
vanilla,1,4.69991531429,0.137900642913,4.69991531429,1.17238077273,0.838304245235,0,8,1423.95818345
mexican vanilla,2,0.0710959149384,14.3003806866,0.0710959149384,0.926715983443,0.433794021203,1,17,2558.93451065
vanilla,1,1.44578988075,0.0800008201512,1.44578988075,0.628762109401,0.535418452952,0,1,547.248612733
triplemex,3,0.67598717871,1.24868881758,0.67598717871,0.94536155368,0.994950146415,1,16,912.610517064
vanilla,1,1.754948758,0.930807103893,1.754948758,0.982632511451,0.617176989966,0,19,849.078164673
sweet cream,0,3.5960566289,0.124489747089,3.5960566289,1.23591678508,0.605812611114,1,9,1010.86558412
mexican vanilla,2,1.94238362056,0.400919870679,1.94238362056,1.16771496333,0.295594502162,1,18,941.855330557
vanilla,1,1.75972552134,0.234179537811,1.75972552134,0.798042120508,0.187034490666,1,4,655.794372504
sweet cream,0,0.791571718771,1.93025629958,0.791571718771,1.42371790921,0.48515538474,1,0,531.07888714
triplemex,3,2.0967448887,0.734279069936,2.0967448887,1.31446051113,0.826925119601,1,4,1125.19002274
triplemex,3,1.76307833724,0.769697055835,1.76307833724,0.970520437385,1.51204532189,1,2,1068.59057228
mexican vanilla,2,2.31473216268,0.505574135101,2.31473216268,1.07824747316,0.319307841392,1,17,1046.11053279
mexican vanilla,2,3.00010078296,0.903841313094,3.00010078296,0.992721179136,0.636573912895,0,19,1294.37185778
sweet cream,0,2.1163102803,0.214685256135,2.1163102803,1.0382161328,0.173812855358,0,6,608.276730326
mexican vanilla,2,2.64712293685,0.14468082087,2.64712293685,1.06621848045,0.867491780038,0,2,1019.38719419
vanilla,1,1.75686713517,0.316105153979,1.75686713517,0.75355610201,1.38678870738,0,13,764.000441073
mexican vanilla,2,2.48160632504,1.12812146633,2.48160632504,1.05907305097,0.437935649311,0,0,1093.98916808
mexican vanilla,2,3.63695755955,0.52764205971,3.63695755955,1.26485761048,0.92468050516,1,7,1361.73858498
mexican vanilla,2,3.09525710261,0.30401478572,3.09525710261,0.997078764343,0.912152740151,0,16,1227.00076063
vanilla,1,2.70315278463,0.0516324404035,2.70315278463,1.12390326218,0.282001040048,1,19,946.624340317
triplemex,3,2.62854806719,0.814903607737,2.62854806719,1.09094393254,0.787414274988,1,2,1256.47082317
mexican vanilla,2,2.12866633739,0.173978952351,2.12866633739,0.815737347341,0.625425683167,0,8,910.060610137
vanilla,1,1.49430325391,0.528143112731,1.49430325391,0.83181829426,0.204925109528,1,6,644.698082218
mexican vanilla,2,3.21614712195,0.450871637541,3.21614712195,0.90285981495,0.181734667493,0,13,1226.97713801
triplemex,3,0.943563260091,0.855186343552,0.943563260091,0.920032523955,0.0762335448217,1,6,824.340703988
triplemex,3,0.960030129544,1.67696985311,0.960030129544,0.925847871087,0.516841665128,1,4,963.801876577
vanilla,1,1.98175408271,0.122121401039,1.98175408271,0.906937745823,0.0864146022501,1,1,675.332962911
sweet cream,0,2.26932066417,0.344154671339,2.26932066417,0.928184294987,0.328301753451,0,14,712.793928777
triplemex,3,3.20570200817,0.55604114589,3.20570200817,1.49855225333,1.13723914255,1,2,1382.68204908
triplemex,3,3.20622547358,0.578493722015,3.20622547358,0.444116558178,0.0625734738144,0,9,1351.01203285
sweet cream,0,0.763766407194,1.4594932058,0.763766407194,1.09453478528,0.136183703184,0,8,465.431046111
triplemex,3,1.06094072987,0.599098063599,1.06094072987,1.55188041685,0.137223895485,1,19,888.376130117
triplemex,3,2.3895393012,0.24263938605,2.3895393012,0.850857604967,0.686264813584,0,13,1150.90083473
triplemex,3,1.83515457853,1.3372406801,1.83515457853,1.01199516558,0.678329843984,1,7,1155.38720017
mexican vanilla,2,1.85657313397,0.192683694396,1.85657313397,0.933522273505,1.24938270479,1,1,849.98315108
vanilla,1,2.37270917217,0.34501815215,2.37270917217,0.905989457735,0.795465545486,1,10,886.951208802
triplemex,3,1.83460636426,1.01857313771,1.83460636426,1.01638548095,0.416367888645,0,4,1071.38704
vanilla,1,1.8722082859,0.104488881297,1.8722082859,1.43594036752,0.816025019935,0,0,673.014177605
vanilla,1,1.73400624232,0.831814640584,1.73400624232,0.968116031027,0.155937654116,1,7,753.815567621
sweet cream,0,3.38623161054,0.4122717556,3.38623161054,1.27777726108,0.170713917945,0,13,992.156579962
vanilla,1,2.97252233733,0.748481459733,2.97252233733,1.11194477662,0.857688841605,1,12,1112.18280359
vanilla,1,4.36294886542,0.223944244205,4.36294886542,0.803969416379,0.300036602399,1,15,1365.76243844
sweet cream,0,2.77799718243,0.153177428727,2.77799718243,1.01863496539,0.41961442689,0,12,806.605710984
mexican vanilla,2,0.729294726878,0.686000506196,0.729294726878,1.03561562889,0.873452252481,0,3,626.181295304
sweet cream,0,3.46061715786,0.334880297022,3.46061715786,1.1381134831,0.0192414557434,1,16,1013.45331467
triplemex,3,2.91645826879,0.880271779258,2.91645826879,1.25521499838,0.101992334959,1,15,1370.29667082
mexican vanilla,2,2.00552825311,0.909388280288,2.00552825311,0.859835204509,0.502662887755,1,14,1021.80213135
triplemex,3,1.36125184039,1.9792703996,1.36125184039,1.0749824683,0.215016305149,0,2,1077.55419504
mexican vanilla,2,2.01239684112,0.0216040677105,2.01239684112,0.683907478915,0.0169716022052,1,2,804.659660378
mexican vanilla,2,0.10740873469,9.83881397247,0.10740873469,1.00760258091,0.0925829177945,0,17,1874.36424608
triplemex,3,1.42634117619,1.78119534966,1.42634117619,1.1116577042,0.90627292845,0,18,1178.97150455
sweet cream,0,0.0452288762431,22.1582331136,0.0452288762431,1.41000442187,0.502976584681,0,0,3371.47105071
sweet cream,0,1.98451631682,0.533785754938,1.98451631682,0.717387239382,0.465382684728,0,3,620.205174597
vanilla,1,1.01017413772,0.426754453589,1.01017413772,1.22856199995,0.610086712294,0,19,588.889534083
vanilla,1,2.92981592819,1.01376515905,2.92981592819,0.86041098696,0.649033409964,1,2,1078.8537143
mexican vanilla,2,1.74401044318,0.638572062862,1.74401044318,0.938800556733,0.798184892378,0,4,873.208069297
sweet cream,0,2.30385553397,0.177430269965,2.30385553397,1.27135798072,0.579246532936,1,6,679.711614481
triplemex,3,3.16891622115,0.958436827324,3.16891622115,1.27107188513,0.269671529639,0,9,1415.64673095
vanilla,1,1.97284269107,0.816639297648,1.97284269107,0.40009134781,0.0408000024328,0,11,812.947298318
triplemex,3,2.46828821382,0.955377118807,2.46828821382,1.28864650899,0.691616588456,1,17,1309.26862277
vanilla,1,0.67204621966,1.45793123499,0.67204621966,0.728100074045,0.236063028192,1,16,629.329192165
triplemex,3,3.19327591995,0.72527035806,3.19327591995,1.07316115421,1.11281948341,1,2,1400.3357971
sweet cream,0,1.72195578473,0.428613663386,1.72195578473,0.88789881415,0.450082376342,1,5,557.38830502
sweet cream,0,1.91103828669,0.975264622439,1.91103828669,0.921595355013,0.516981148962,1,19,760.271085326
triplemex,3,2.79853933764,0.488778682246,2.79853933764,1.13150929525,0.938479498128,1,12,1307.92768601
vanilla,1,2.91653517944,0.0236339320146,2.91653517944,1.04229961518,0.1363967134,0,7,919.837117254
sweet cream,0,2.83897476649,0.0494146831986,2.83897476649,0.880540612032,0.635623255192,0,16,835.981381757
mexican vanilla,2,0.880499478346,1.90233067754,0.880499478346,0.846397629648,0.987369304097,0,14,905.61411746
vanilla,1,2.53066969397,0.00088477295551,2.53066969397,1.13173872115,0.646253937574,0,3,826.166746085
mexican vanilla,2,2.47138864217,0.567235716464,2.47138864217,1.0759154982,0.738845198112,0,4,1042.4821019
sweet cream,0,2.20706650669,0.512696971812,2.20706650669,0.77995114333,0.0205379396409,1,13,708.937678573
triplemex,3,1.95614516334,0.336580937166,1.95614516334,0.957034851723,0.0785968164069,1,3,985.109551045
mexican vanilla,2,2.44365850523,0.730785291163,2.44365850523,0.854450221373,0.859357275853,1,12,1112.33588555
mexican vanilla,2,1.08914035963,0.803259098036,1.08914035963,0.839681612368,1.00971883537,0,3,738.977349282
mexican vanilla,2,0.976466046589,1.7398003616,0.976466046589,1.03633570107,0.570885029457,0,17,900.921502969
vanilla,1,1.28200042949,1.10611364761,1.28200042949,1.03832730364,0.672504901605,1,2,683.349018023
mexican vanilla,2,1.8281826347,0.807875466856,1.8281826347,0.942501255027,0.256542529888,1,7,915.594115239
triplemex,3,2.68937954643,0.387875126965,2.68937954643,0.631420946105,1.33315271275,1,9,1266.23515886
mexican vanilla,2,1.83389599844,0.404936694561,1.83389599844,1.2099075642,0.471079352359,1,2,844.447731926
triplemex,3,1.54566776259,1.21142977299,1.54566776259,1.07284621087,0.282668989336,0,13,1066.84762575
mexican vanilla,2,2.13511469299,0.426193325673,2.13511469299,0.688315678552,1.06079004433,0,6,960.253699743
triplemex,3,2.12080480523,0.151483489397,2.12080480523,1.16625764784,0.732989944477,1,4,1037.90328312
mexican vanilla,2,1.25261723632,0.101965915231,1.25261723632,0.978235339261,0.00386838908057,1,10,668.468498533
mexican vanilla,2,2.19203653646,0.709879974449,2.19203653646,1.12455157337,1.10106131923,1,4,1020.54060883
sweet cream,0,3.33351549488,0.0651911959105,3.33351549488,1.30487736258,0.755195062093,0,10,941.356325113
vanilla,1,3.79819900894,0.5712596067,3.79819900894,0.972058837085,2.06525206095,1,19,1386.27776698
triplemex,3,0.46979191968,1.53512563977,0.46979191968,1.17212507033,0.846067284644,0,15,885.39719068
triplemex,3,0.901944579502,1.11197568138,0.901944579502,0.94600074503,0.23959600894,0,15,897.83030349
vanilla,1,1.59569709658,0.675347088515,1.59569709658,0.673705721524,0.106033627722,1,7,690.917664581
sweet cream,0,3.34889174701,0.0664987190957,3.34889174701,0.896942254319,1.60109284736,0,1,939.42792502
mexican vanilla,2,0.991222354008,0.888017007801,0.991222354008,0.973041960634,0.558565399907,0,15,765.720745353
sweet cream,0,1.25149190015,0.0709084161771,1.25149190015,1.12044126356,0.166448794234,1,4,368.795207283
sweet cream,0,1.02204020659,0.371977676336,1.02204020659,0.694316048055,0.161880400073,0,10,374.955251487
vanilla,1,1.44000704183,0.877743284375,1.44000704183,0.878816519818,0.969334405291,1,8,732.160505536
sweet cream,0,2.20405572546,1.04094776253,2.20405572546,1.09051724751,0.0537422547199,0,14,788.567346461
vanilla,1,2.79125859953,0.656590441279,2.79125859953,0.628380219184,0.639738770116,0,2,980.317196334
vanilla,1,1.70002411174,0.0659576473845,1.70002411174,1.01936389009,0.489761914528,0,15,679.542681889
sweet cream,0,0.761672848904,1.15215934421,0.761672848904,0.952274172599,0.537267271659,1,11,460.723670822
triplemex,3,1.00266514483,0.52156305813,1.00266514483,1.2311952674,0.717534746607,1,11,848.627044398
vanilla,1,0.66649958551,0.349242191417,0.66649958551,1.17257349845,0.158843593989,0,1,378.333992777
vanilla,1,1.87595663764,1.17287961939,1.87595663764,0.472321691167,0.470705210273,1,8,857.234936361
mexican vanilla,2,1.72597239174,0.322500303042,1.72597239174,0.923097515963,1.87270769814,0,10,904.888308426
mexican vanilla,2,2.03865361393,0.375743952966,2.03865361393,1.18748601272,0.423487415296,1,15,953.699255294
sweet cream,0,0.505498745954,1.55705111576,0.505498745954,1.37100761526,0.0348042484743,0,12,432.640627198
vanilla,1,2.9257577934,0.363919566344,2.9257577934,0.930782596096,0.353313934127,1,19,1051.13934078
sweet cream,0,1.32149281777,0.136209874556,1.32149281777,0.937717301014,0.283513137325,1,14,450.4820809
triplemex,3,1.69845749914,0.637054604645,1.69845749914,1.00551941332,0.570046768453,0,8,1007.71905921
vanilla,1,2.67356584925,0.367829779791,2.67356584925,1.04864984672,0.572764015133,0,13,962.593328811
sweet cream,0,0.292669445232,3.28320879266,0.292669445232,1.17005332908,0.35308402878,1,12,660.663308278
vanilla,1,2.67838278562,0.419374624582,2.67838278562,0.864243196971,0.505429633523,0,0,901.687317343
triplemex,3,0.971912248631,1.03027176373,0.971912248631,1.19909127744,1.09735420632,1,3,895.979267252
mexican vanilla,2,2.5698863253,0.715725229819,2.5698863253,1.13484415265,0.247860730155,1,11,1108.30215553
sweet cream,0,2.29116884873,0.586759603537,2.29116884873,1.01489601298,0.407379847361,0,13,754.294313184
triplemex,3,2.01861810509,0.605663529422,2.01861810509,0.885449497946,0.868459958548,1,16,1145.0106496
sweet cream,0,2.32842415042,0.0823388351936,2.32842415042,1.19962586972,1.18238509057,1,12,731.17312437
triplemex,3,0.0456967330959,21.3684894533,0.0456967330959,1.04726570032,0.108381674459,1,8,3689.4948106
triplemex,3,4.05970403071,0.438128782056,4.05970403071,1.03444503413,0.771090261571,0,19,1633.47539834
mexican vanilla,2,2.05662445977,0.8747512311,2.05662445977,1.13902498552,0.948666001737,0,16,1055.91429958
triplemex,3,1.42983779383,1.43577462308,1.42983779383,0.894775003981,0.501713067748,0,6,1046.06949534
sweet cream,0,0.472224202444,1.27585433487,0.472224202444,1.21642803958,1.00160136939,0,14,439.245693628
sweet cream,0,2.20564515503,1.14907575988,2.20564515503,1.09625204296,1.31543606021,0,12,858.314472094
triplemex,3,2.69075276377,0.864812688916,2.69075276377,1.36721228656,0.390384251696,0,13,1308.86700516
sweet cream,0,2.73886635775,0.279403049593,2.73886635775,1.43293768114,0.0451199143176,1,11,803.346544042
sweet cream,0,1.86262385918,0.184622917233,1.86262385918,1.17966367383,0.518023754651,1,5,561.687899504
vanilla,1,2.12216348466,0.194251983887,2.12216348466,0.714548398036,1.12326535421,1,9,811.558323643
sweet cream,0,0.504623558512,1.93352558784,0.504623558512,1.08508535252,0.16910677551,1,14,511.3207494
mexican vanilla,2,2.37142920008,0.562686400951,2.37142920008,1.25177369731,0.378620082392,0,13,1045.20545386
sweet cream,0,1.40685345849,0.39590825658,1.40685345849,1.05277642932,0.550870178818,1,0,455.065323484
vanilla,1,3.92575155239,0.539996620199,3.92575155239,1.27098762566,1.058124637,1,10,1320.51151398
triplemex,3,0.0842882090088,11.9217296494,0.0842882090088,0.889135848243,0.188303068467,1,7,2279.85973987
sweet cream,0,4.83543133277,0.334418744486,4.83543133277,0.990652066763,0.369279539775,0,16,1365.40983839
triplemex,3,0.497328169317,1.05187639857,0.497328169317,0.932480737954,0.0861927299342,0,19,799.882984516
vanilla,1,3.77046821321,0.191250443219,3.77046821321,1.04531677424,0.150263373521,0,1,1129.18032266
triplemex,3,2.59437172497,0.210937389499,2.59437172497,1.1717182444,0.718601701985,1,0,1144.53737072
sweet cream,0,3.14559032649,1.54631559217,3.14559032649,0.931825251159,0.00777446314667,1,9,1079.18824561
sweet cream,0,2.85430750574,0.183878622194,2.85430750574,1.04785593798,0.552960559545,1,3,800.189545246
triplemex,3,0.933518767536,0.997920139476,0.933518767536,0.740523124701,0.448061294984,1,16,910.394962552
mexican vanilla,2,1.86193016076,0.465261028542,1.86193016076,0.645225353945,0.812135792797,1,5,888.040286944
sweet cream,0,2.25393280798,0.0194876229535,2.25393280798,1.03071865063,0.698156204107,1,8,657.559904848
triplemex,3,2.00894005094,0.350684722124,2.00894005094,0.817631002285,0.672814716629,0,1,1011.0195049
vanilla,1,3.57199852169,0.529225578515,3.57199852169,0.914792484973,0.710844693421,1,1,1165.24404175
mexican vanilla,2,2.83564385105,0.515023741533,2.83564385105,0.679766101549,0.666262408191,0,0,1098.91577321
triplemex,3,2.51361144532,0.633740679457,2.51361144532,0.859210381496,0.309019551297,0,4,1176.78862387
triplemex,3,2.44616879491,0.548850222994,2.44616879491,0.988245145536,0.166170001387,1,19,1224.08419341
vanilla,1,1.95554937193,0.621570549269,1.95554937193,0.87049199669,0.307343860437,0,18,831.454054368
sweet cream,0,1.45669099774,0.0121574173738,1.45669099774,1.06603645325,0.152526777511,1,9,435.150992543
sweet cream,0,1.64505392326,0.664291772284,1.64505392326,1.49010932172,0.658988403782,1,19,658.77754142
sweet cream,0,2.46730216629,0.360448248347,2.46730216629,0.911318234909,0.528498316445,1,5,737.608240526
mexican vanilla,2,0.69678080037,2.18168334651,0.69678080037,0.802566405393,0.0673745890121,0,1,790.236962763
sweet cream,0,2.00191295601,0.252239438475,2.00191295601,0.819820455154,0.450843317615,1,16,655.414884295
sweet cream,0,1.03725247994,1.07932108664,1.03725247994,0.878516846551,0.0348909306006,0,9,474.983964283
vanilla,1,1.11178626873,1.17425383309,1.11178626873,0.907343680248,0.959100181689,0,2,656.298400672
triplemex,3,2.77973598445,0.104109350874,2.77973598445,0.790002064177,0.223706414583,1,4,1167.05573599
vanilla,1,3.11551131339,0.166464563581,3.11551131339,0.942977115825,0.914713938016,1,11,1057.12702671
sweet cream,0,1.11886718832,0.600529564064,1.11886718832,1.32464114489,0.557164549963,1,11,471.251588348
mexican vanilla,2,2.86152314652,0.128320808273,2.86152314652,0.83310516556,0.566897792293,1,15,1126.63863881
triplemex,3,2.638292724,0.102166013783,2.638292724,1.17718003943,0.369606376513,0,6,1143.79584221
mexican vanilla,2,1.38924197732,0.456855492087,1.38924197732,0.750157151009,0.253800425662,0,7,743.530096634
triplemex,3,1.31301988158,0.938227847408,1.31301988158,1.27218923389,0.666046292325,0,7,958.468975994
mexican vanilla,2,1.48555971543,1.05044895582,1.48555971543,1.1590246221,1.46799222495,1,6,923.629080454
triplemex,3,1.41474754664,0.777749793415,1.41474754664,0.969323682982,1.2535088148,0,13,1016.77938588
mexican vanilla,2,3.33620680245,0.087649148885,3.33620680245,1.09898520602,1.12492143585,0,15,1261.23702639
mexican vanilla,2,1.75060088214,0.000515653928727,1.75060088214,0.902183226192,0.162449072995,1,13,800.067488084
triplemex,3,2.18090157505,0.372152177635,2.18090157505,1.07741821966,0.451835384492,1,6,1081.25933539
vanilla,1,2.15456406555,0.69290547846,2.15456406555,0.742038520966,0.390956351895,0,5,830.06096392
mexican vanilla,2,1.46541211863,1.20841565176,1.46541211863,0.823557365101,0.383239144215,0,4,867.365793553
triplemex,3,2.42141007409,0.0564620410305,2.42141007409,0.899723346126,1.29130437434,0,13,1161.58483016
mexican vanilla,2,2.54613333229,0.504525997313,2.54613333229,1.1280734698,0.626521236994,0,0,1026.56288228
vanilla,1,0.42847728997,1.92998467891,0.42847728997,1.17660411416,0.950184926324,1,8,638.539103558
triplemex,3,3.00469208521,0.0734896736473,3.00469208521,0.614195579424,0.250072197584,1,1,1203.61364687
vanilla,1,2.60662251538,0.178487788504,2.60662251538,1.13279002803,0.437783134895,1,18,944.380274091
vanilla,1,0.721746586565,2.019258583,0.721746586565,0.985776568583,0.358908491531,0,8,686.157071217
mexican vanilla,2,1.04492811368,0.714594492832,1.04492811368,0.757814531832,0.721445478975,0,7,719.555992549
vanilla,1,3.08816236766,0.461622602843,3.08816236766,1.37366680689,1.15324643564,1,5,1079.93563858
mexican vanilla,2,1.84123516049,0.643192833959,1.84123516049,0.797250624835,0.683901074437,1,5,904.360773936
sweet cream,0,2.70414048631,0.476272125178,2.70414048631,1.19790861835,0.116697966004,1,17,855.894107601
mexican vanilla,2,2.04985777689,0.199519117243,2.04985777689,1.18199856706,0.229252879986,1,18,935.310944345
triplemex,3,1.19573773247,2.18663569282,1.19573773247,0.948820267241,0.0695626816253,0,14,1118.99848326
sweet cream,0,0.582895072744,2.15735966271,0.582895072744,1.13096252873,0.496345682554,1,9,556.19270195
vanilla,1,1.56890702374,0.237617922717,1.56890702374,1.23657245609,0.0573563289137,0,5,602.629840438
triplemex,3,2.37346901582,0.657174629607,2.37346901582,1.09906540157,1.18193109109,1,2,1188.83252616
triplemex,3,2.51885463436,0.707485784168,2.51885463436,0.449490457446,0.981386166982,1,11,1262.50175822
mexican vanilla,2,2.32321857331,1.1492046545,2.32321857331,1.0843909165,0.54896481598,0,4,1083.30870963
